"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","Y"
9.56926008311472,0,1,1.53072467239023,-1.0913204844554,2,0.702424319582202,4.2024399053771,7,11,2,20,0,5.09035931825738,12.1429235194054,-3.54226672249492,-2.22922129595153,-11.5253747313215,4.88754602746433,-1.86226786962362,2.15022409458611,1.81164991504848,2.2206101959595,1.69676221695105,2.13943767850065,"C1"
11.0855030178286,0,0,2.20275142398091,0.518059377292018,2,0.999921244705125,3.76033609989099,6,10,0,26,0,0.649175041475939,40.235116051655,-6.72644089229395,-3.00150369512577,-14.8110881865384,1.02859712704818,1.65045490840596,1.62618532472359,1.70577947827492,1.60757145343083,1.92662555725725,2.7927600135596,"C4"
10.4529769338335,0,0,2.23897199709962,0.412332861321845,5,0.999999210696149,0.641942617017776,10,18,0,20,0,0.303195958022136,2.63225999291825,-1.02541356060265,-1.19840482075647,-6.74250822774281,6.97650407020347,-2.86409271095055,-2.21025570122286,-2.44167205687017,-2.79613181530296,-1.99676816972132,-2.63152150193312,"C1"
9.41869062144759,0,0,-0.546626488788186,0.380769828295951,1,0.011418017670571,0.229024364380166,5,12,0,19,0,0.48533001965249,33.3379278407586,-6.89384167279539,-1.55079398225749,-12.5272315095617,1.36600666482559,1.73848377049222,0.718169726097252,0.657428539586738,0.40274553827824,0.639584621377595,-0.605295191440282,"C4"
9.88797327351002,0,0,1.9708548067671,-0.162143823883867,4,0.832577413860365,-0.469992437632754,9,20,19,36,0,32.832213633988,71.9962316165754,-24.4649389053607,-4.63778493419387,-12.2087046752091,2.74630389598888,1.54861746799779,-2.35486422752644,-2.4084633092993,-2.15517284705524,-1.67252137793892,-1.69593721148037,"C1"
10.2938501393116,0,1,2.19334671811477,-1.31555031701318,4,0.999944403148086,5.92610609112307,-2,15,0,27,0,15.2103130521119,35.5628452210545,18.6356070860951,-2.83427935643215,-7.92666999947556,7.91761264929689,-3.77966283412561,0.614606257952381,0.481974653550539,0.619155897796495,0.841440596309309,1.77113085088357,"C4"
8.48966027636832,0,1,0.13705899935973,0.538376242167059,2,0.999908231131901,5.98670884314924,7,11,4,28,8.48966027636832,0.0645626138306068,37.1825390256691,72.3109601318166,-4.04643595942883,-10.9659734869469,3.45472366831733,-0.515356214640414,1.96160952512013,2.0213883899329,1.85981924177283,2.18503864308423,2.48730908559276,"C2"
10.1378406963635,0,1,0.971933754282787,-0.461256933926228,6,0.884795741288437,0.838554206071422,9,8,2,20,0,4.38205846306716,11.3367258853152,-2.22685151563744,-0.0225400716362142,-5.2956272684268,4.8161131054904,-2.64139842819955,1.95114611359495,1.8366695822347,1.91327265234999,1.9126333043384,1.37895970472714,"C2"
8.95916052922847,0,0,1.21066853777066,-1.41198991277578,2,0.999963926405776,2.75990165257826,-2,10,2,35,0.503079499019442,5.56630101744296,24.3615664974292,18.6691977931775,-3.81822404191921,-13.9850348104274,10.009309581091,-7.20980398711642,-0.177715469028259,-0.176218203192655,0.469163502761311,-0.416788980498418,-0.0960319468685046,"C3"
9.13771188606162,0,1,-0.309747289075329,-0.679898421788598,1,0.989838691165139,4.69490128755569,5,13,0,19,1,7.11726146130077,17.1877497248876,-2.90763873867306,-2.56333670007916,-11.3120838580046,3.25240994346356,-0.27429210915636,1.18486031507478,1.23053740573296,1.13657294673224,1.29517283588126,1.31857257906791,"C4"
10.8372718341739,0,1,2.02990111092412,-0.353172730019339,4,0.999998727997172,5.42919227899984,8,12,2,27,0,4.85158574533815,23.5814762908137,20.7295014859522,-4.59247572844203,-11.0337426879585,5.3074314259895,-1.88053641431967,-0.676429095806174,-0.502001118983297,-0.167684513068851,-0.460223478469292,-0.52772345809586,"C2"
9.28050284259497,0,2,3.08033304008892,-0.560009450596687,1,0.995377527330594,4.68369091651402,-1,12,2,24,0,4.63639378435872,5.41409876432514,7.01915024072101,-3.7523299369055,-10.2259809931908,10.4099767985646,-7.16406458390966,1.22110933910133,1.32955521196912,1.32162862882702,0.592657376365375,2.29383991830403,"C4"
8.84583387124436,0,1,0.692902702892099,-0.313857250336626,3,0.142034125691201,-0.745392636861652,7,8,2,23,1,0.223184329513569,1.42727808286095,0.144669169009364,-5.32615625828029,-12.8409729085715,4.22735400204629,-1.88860786882689,0.61223662751595,0.918125458789195,0.365162794597185,1.18074928809179,-0.268829006304778,"C2"
9.48989515483884,0,1,1.24950744872887,0.378521568872405,4,0.00165891797534775,0.179518577642739,-3,14,2,28,0,9.13770680137359,12.6365190671295,16.0688657180628,-3.22640315474451,-15.6829052277288,2.23784229861492,0.963894832755508,-1.70700501262914,-1.9555830740398,-1.83202043121988,-1.81111478873564,-0.0866510846960233,"C4"
10.6215669441723,0,0,0.722824497541535,-0.661526871168337,3,0.326419085581301,5.47686375351623,-2,12,3,30,0,0.649824718116204,24.0448752979009,13.3162460860067,-2.67713356868445,-11.4126264088234,1.83337912139635,0.992757106072949,-1.24247006232321,-1.59108639883016,-1.26223928864309,-1.04685064086923,-1.08227398434464,"C4"
